# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      83.761        0.000        0.914        1.438
      83.768        0.000        0.914        1.438
      83.775        0.000        0.914        1.438
      83.777        0.000        0.914        1.438
      83.784        0.000        0.914        1.438
      83.790        0.000        0.914        1.438
      83.793        0.000        0.914        1.438
      83.795        0.000        0.914        1.438
      83.797        0.000        0.914        1.438
      83.803        0.000        0.914        1.438
      83.805        0.000        0.914        1.438
      83.812        0.000        0.914        1.438
      83.819        0.000        0.914        1.438
      83.821        0.000        0.914        1.438
      83.832        0.000        0.914        1.438
      83.838        0.000        0.914        1.438
      83.840        0.000        0.914        1.438
      83.847        0.000        0.914        1.438
      83.849        0.000        0.914        1.438
      83.856        0.000        0.914        1.438
      83.862        0.000        0.914        1.438
      83.865        0.000        0.914        1.438
      83.867        0.000        0.914        1.438
      83.869        0.000        0.914        1.438
      83.876        0.000        0.914        1.438
      83.882        0.000        0.914        1.438
      83.884        0.000        0.914        1.438
      83.891        0.000        0.914        1.438
      83.893        0.000        0.914        1.438
      83.900        0.000        0.914        1.438
      83.907        0.000        0.914        1.438
      83.909        0.000        0.914        1.438
      83.916        0.000        0.914        1.438
      83.922        0.000        0.914        1.438
      83.925        0.000        0.914        1.438
      83.931        0.000        0.914        1.438
      83.933        0.000        0.914        1.438
      83.940        0.000        0.914        1.438
      83.947        0.000        0.914        1.438
      83.949        0.000        0.914        1.438
      83.956        0.000        0.914        1.438
      83.963        0.000        0.914        1.438
      83.965        0.000        0.914        1.438
      83.972        0.000        0.914        1.438
      83.978        0.000        0.914        1.438
      83.981        0.000        0.914        1.438
      83.988        0.000        0.914        1.438
      83.994        0.000        0.914        1.438
      83.996        0.000        0.914        1.438
      84.003        0.000        0.914        1.438
      84.005        0.000        0.914        1.438
      84.012        0.000        0.914        1.438
      84.019        0.000        0.914        1.438
      84.021        0.000        0.914        1.438
      84.028        0.000        0.914        1.438
      84.035        0.000        0.914        1.438
      84.037        0.000        0.914        1.438
      84.044        0.000        0.914        1.438
      84.050        0.000        0.914        1.438
      84.053        0.000        0.914        1.438
      84.060        0.000        0.914        1.438
      84.066        0.000        0.914        1.438
      84.068        0.000        0.914        1.438
      84.071        0.000        0.914        1.438
      84.073        0.000        0.914        1.438
      84.083        0.000        0.914        1.438
      84.085        0.000        0.914        1.438
      84.088        0.000        0.914        1.438
      84.089        0.000        0.914        1.438
      84.096        0.000        0.914        1.438
      84.103        0.000        0.914        1.438
      84.105        0.000        0.914        1.438
      84.115        0.000        0.914        1.438
      84.117        0.000        0.914        1.438
      84.124        0.000        0.914        1.438
      84.131        0.000        0.914        1.438
      84.133        0.000        0.914        1.438
      84.139        0.000        0.914        1.438
      84.141        0.000        0.914        1.438
      84.148        0.000        0.914        1.438
      84.155        0.000        0.914        1.438
      84.157        0.000        0.914        1.438
      84.164        0.000        0.914        1.438
      84.170        0.000        0.914        1.438
      84.172        0.000        0.914        1.438
      84.175        0.000        0.914        1.438
      84.176        0.000        0.914        1.438
      84.187        0.000        0.914        1.438
      84.189        0.000        0.914        1.438
      84.196        0.000        0.914        1.438
      84.199        0.000        0.914        1.438
      84.206        0.000        0.914        1.438
      84.208        0.000        0.914        1.438
      84.215        0.000        0.914        1.438
      84.217        0.000        0.914        1.438
      84.224        0.000        0.914        1.438
      84.231        0.000        0.914        1.438
      84.233        0.000        0.914        1.438
      84.240        0.000        0.914        1.438
      84.247        0.000        0.914        1.438
      84.249        0.000        0.914        1.438
      84.256        0.000        0.914        1.438
      84.262        0.000        0.914        1.438
      84.265        0.000        0.914        1.438
      84.271        0.000        0.914        1.438
      84.273        0.000        0.914        1.438
      84.276        0.000        0.914        1.438
      84.277        0.000        0.914        1.438
      84.284        0.000        0.914        1.438
      84.291        0.000        0.914        1.438
      84.293        0.000        0.914        1.438
      84.300        0.000        0.914        1.438
      84.306        0.000        0.914        1.438
      84.309        0.000        0.914        1.438
      84.315        0.000        0.914        1.438
      84.317        0.000        0.914        1.438
      84.324        0.000        0.914        1.438
      84.330        0.000        0.914        1.438
      84.333        0.000        0.914        1.438
      84.339        0.000        0.914        1.438
      84.341        0.000        0.914        1.438
      84.348        0.000        0.914        1.438
      84.355        0.000        0.914        1.438
      84.357        0.000        0.914        1.438
      84.364        0.000        0.914        1.438
      84.371        0.000        0.914        1.438
      84.373        0.000        0.914        1.438
      84.380        0.000        0.914        1.438
      84.386        0.000        0.914        1.438
      84.388        0.000        0.914        1.438
      84.399        0.000        0.914        1.438
      84.401        0.000        0.914        1.438
      84.408        0.000        0.914        1.438
      84.410        0.000        0.914        1.438
      84.412        0.000        0.914        1.438
      84.419        0.000        0.914        1.438
      84.421        0.000        0.914        1.438
      84.428        0.000        0.914        1.438
      84.434        0.000        0.914        1.438
      84.436        0.000        0.914        1.438
      84.443        0.000        0.914        1.438
      84.445        0.000        0.914        1.438
      84.452        0.000        0.914        1.438
      84.459        0.000        0.914        1.438
      84.461        0.000        0.914        1.438
      84.468        0.000        0.914        1.438
      84.475        0.000        0.914        1.438
      84.477        0.000        0.914        1.438
      84.484        0.000        0.914        1.438
      84.490        0.000        0.914        1.438
      84.492        0.000        0.914        1.438
      84.499        0.000        0.914        1.438
      84.501        0.000        0.914        1.438
      84.508        0.000        0.914        1.438
      84.515        0.000        0.914        1.438
      84.517        0.000        0.914        1.438
      84.524        0.000        0.914        1.438
      84.533        0.000        0.914        1.438
      84.536        0.000        0.914        1.438
      84.542        0.000        0.914        1.438
      84.544        0.000        0.914        1.438
      84.551        0.000        0.914        1.438
      84.553        0.000        0.914        1.438
      84.560        0.000        0.914        1.438
      84.566        0.000        0.914        1.438
      84.568        0.000        0.914        1.438
      84.575        0.000        0.914        1.438
      84.577        0.000        0.914        1.438
      84.584        0.000        0.914        1.438
      84.590        0.000        0.914        1.438
      84.593        0.000        0.914        1.438
      84.600        0.000        0.914        1.438
      84.606        0.000        0.914        1.438
      84.608        0.000        0.914        1.438
      84.615        0.000        0.914        1.438
      84.617        0.000        0.914        1.438
      84.624        0.000        0.914        1.438
      84.631        0.000        0.914        1.438
      84.633        0.000        0.914        1.438
      84.640        0.000        0.914        1.438
      84.647        0.000        0.914        1.438
      84.649        0.000        0.914        1.438
      84.655        0.000        0.914        1.438
      84.657        0.000        0.914        1.438
      84.664        0.000        0.914        1.438
      84.671        0.000        0.914        1.438
      84.673        0.000        0.914        1.438
      84.680        0.000        0.914        1.438
      84.687        0.000        0.914        1.438
      84.689        0.000        0.914        1.438
      84.696        0.000        0.914        1.438
      84.702        0.000        0.914        1.438
      84.705        0.000        0.914        1.438
      84.712        0.000        0.914        1.438
      84.717        0.000        0.914        1.438
      84.724        0.000        0.914        1.438
      84.731        0.000        0.914        1.438
      84.733        0.000        0.914        1.438
      84.740        0.000        0.914        1.438
      84.742        0.000        0.914        1.438
      84.744        0.000        0.914        1.438
      84.750        0.000        0.914        1.438
      84.752        0.000        0.914        1.438
      84.759        0.000        0.914        1.438
      84.761        0.000        0.914        1.438
      84.768        0.000        0.914        1.438
      84.775        0.000        0.914        1.438
      84.777        0.000        0.914        1.438
      84.784        0.000        0.914        1.438
      84.790        0.000        0.914        1.438
      84.792        0.000        0.914        1.438
      84.799        0.000        0.914        1.438
      84.801        0.000        0.914        1.438
      84.808        0.000        0.914        1.438
      84.814        0.000        0.914        1.438
      84.816        0.000        0.914        1.438
      84.823        0.000        0.914        1.438
      84.825        0.000        0.914        1.438
      84.832        0.000        0.914        1.438
      84.839        0.000        0.914        1.438
      84.841        0.000        0.914        1.438
      84.848        0.000        0.914        1.438
      84.855        0.000        0.914        1.438
      84.857        0.000        0.914        1.438
      84.864        0.000        0.914        1.438
      84.870        0.000        0.914        1.438
      84.872        0.000        0.914        1.438
      84.879        0.000        0.914        1.438
      84.881        0.000        0.914        1.438
      84.892        0.000        0.914        1.438
      84.898        0.000        0.914        1.438
      84.900        0.000        0.914        1.438
      84.907        0.000        0.914        1.438
      84.909        0.000        0.914        1.438
      84.916        0.000        0.914        1.438
      84.922        0.000        0.914        1.438
      84.924        0.000        0.914        1.438
      84.931        0.000        0.914        1.438
      84.933        0.000        0.914        1.438
      84.940        0.000        0.914        1.438
      84.947        0.000        0.914        1.438
      84.949        0.000        0.914        1.438
      84.956        0.000        0.914        1.438
      84.962        0.000        0.914        1.438
      84.965        0.000        0.914        1.438
      84.971        0.000        0.914        1.438
      84.973        0.000        0.914        1.438
      84.976        0.000        0.914        1.438
      84.977        0.000        0.914        1.438
      84.988        0.000        0.914        1.438
      84.995        0.000        0.914        1.438
      84.997        0.000        0.914        1.438
      85.004        0.000        0.914        1.438
      85.011        0.000        0.914        1.438
      85.013        0.000        0.914        1.438
      85.015        0.000        0.914        1.438
      85.017        0.000        0.914        1.438
      85.024        0.000        0.914        1.438
      85.030        0.000        0.914        1.438
      85.032        0.000        0.914        1.438
      85.039        0.000        0.914        1.438
      85.044        0.000        0.914        1.438
      85.056        0.000        0.914        1.438
      85.059        0.000        0.914        1.438
      85.061        0.000        0.914        1.438
      85.068        0.000        0.914        1.438
      85.075        0.000        0.914        1.438
      85.077        0.000        0.914        1.438
      85.084        0.000        0.914        1.438
      85.090        0.000        0.914        1.438
      85.092        0.000        0.914        1.438
      85.099        0.000        0.914        1.438
      85.101        0.000        0.914        1.438
      85.108        0.000        0.914        1.438
      85.115        0.000        0.914        1.438
      85.117        0.000        0.914        1.438
      85.124        0.000        0.914        1.438
      85.130        0.000        0.914        1.438
      85.132        0.000        0.914        1.438
      85.139        0.000        0.914        1.438
      85.141        0.000        0.914        1.438
      85.148        0.000        0.914        1.438
      85.155        0.000        0.914        1.438
      85.157        0.000        0.914        1.438
      85.166        0.000        0.914        1.438
      85.168        0.000        0.914        1.438
      85.175        0.000        0.914        1.438
      85.177        0.000        0.914        1.438
      85.184        0.000        0.914        1.438
      85.191        0.000        0.914        1.438
      85.193        0.000        0.914        1.438
      85.200        0.000        0.914        1.438
      85.205        0.000        0.914        1.438
      85.208        0.000        0.914        1.438
      85.214        0.000        0.914        1.438
      85.216        0.000        0.914        1.438
      85.223        0.000        0.914        1.438
      85.225        0.000        0.914        1.438
      85.232        0.000        0.914        1.438
      85.238        0.000        0.914        1.438
      85.241        0.000        0.914        1.438
      85.247        0.000        0.914        1.438
      85.249        0.000        0.914        1.438
      85.256        0.000        0.914        1.438
      85.263        0.000        0.914        1.438
      85.265        0.000        0.914        1.438
      85.272        0.000        0.914        1.438
      85.278        0.000        0.914        1.438
      85.281        0.000        0.914        1.438
      85.287        0.000        0.914        1.438
      85.289        0.000        0.914        1.438
      85.300        0.000        0.914        1.438
      85.306        0.000        0.914        1.438
      85.308        0.000        0.914        1.438
      85.315        0.000        0.914        1.438
      85.317        0.000        0.914        1.438
      85.324        0.000        0.914        1.438
      85.330        0.000        0.914        1.438
      85.333        0.000        0.914        1.438
      85.339        0.000        0.914        1.438
      85.341        0.000        0.914        1.438
      85.348        0.000        0.914        1.438
      85.355        0.000        0.914        1.438
      85.357        0.000        0.914        1.438
      85.364        0.000        0.914        1.438
      85.366        0.000        0.914        1.438
      85.368        0.000        0.914        1.438
      85.375        0.000        0.914        1.438
      85.377        0.000        0.914        1.438
      85.384        0.000        0.914        1.438
      85.390        0.000        0.914        1.438
      85.392        0.000        0.914        1.438
      85.399        0.000        0.914        1.438
      85.401        0.000        0.914        1.438
      85.408        0.000        0.914        1.438
      85.415        0.000        0.914        1.438
      85.417        0.000        0.914        1.438
      85.424        0.000        0.914        1.438
      85.430        0.000        0.914        1.438
      85.432        0.000        0.914        1.438
      85.439        0.000        0.914        1.438
      85.441        0.000        0.914        1.438
      85.448        0.000        0.914        1.438
      85.455        0.000        0.914        1.438
      85.457        0.000        0.914        1.438
      85.464        0.000        0.914        1.438
      85.470        0.000        0.914        1.438
      85.472        0.000        0.914        1.438
      85.479        0.000        0.914        1.438
      85.481        0.000        0.914        1.438
      85.488        0.000        0.914        1.438
      85.495        0.000        0.914        1.438
      85.497        0.000        0.914        1.438
      85.504        0.000        0.914        1.438
      85.510        0.000        0.914        1.438
      85.512        0.000        0.914        1.438
      85.519        0.000        0.914        1.438
      85.521        0.000        0.914        1.438
      85.528        0.000        0.914        1.438
      85.535        0.000        0.914        1.438
      85.537        0.000        0.914        1.438
      85.544        0.000        0.914        1.438
      85.550        0.000        0.914        1.438
      85.552        0.000        0.914        1.438
      85.559        0.000        0.914        1.438
      85.561        0.000        0.914        1.438
      85.567        0.000        0.914        1.438
      85.569        0.000        0.914        1.438
      85.576        0.000        0.914        1.438
      85.583        0.000        0.914        1.438
      85.585        0.000        0.914        1.438
      85.591        0.000        0.914        1.438
      85.593        0.000        0.914        1.438
      85.600        0.000        0.914        1.438
      85.607        0.000        0.914        1.438
      85.609        0.000        0.914        1.438
      85.615        0.000        0.914        1.438
      85.617        0.000        0.914        1.438
      85.624        0.000        0.914        1.438
      85.631        0.000        0.914        1.438
      85.633        0.000        0.914        1.438
      85.640        0.000        0.914        1.438
      85.647        0.000        0.914        1.438
      85.649        0.000        0.914        1.438
      85.656        0.000        0.914        1.438
      85.662        0.000        0.914        1.438
      85.664        0.000        0.914        1.438
      85.671        0.000        0.914        1.438
      85.673        0.000        0.914        1.438
      85.680        0.000        0.914        1.438
      85.687        0.000        0.914        1.438
      85.689        0.000        0.914        1.438
      85.695        0.000        0.914        1.438
      85.702        0.000        0.914        1.438
      85.704        0.000        0.914        1.438
      85.711        0.000        0.914        1.438
      85.713        0.000        0.914        1.438
      85.720        0.000        0.914        1.438
      85.727        0.000        0.914        1.438
      85.729        0.000        0.914        1.438
      85.736        0.000        0.914        1.438
      85.741        0.000        0.914        1.438
      85.748        0.000        0.914        1.438
      85.754        0.000        0.914        1.438
      85.757        0.000        0.914        1.438
      85.764        0.000        0.914        1.438
      85.770        0.000        0.914        1.438
      85.772        0.000        0.914        1.438
      85.779        0.000        0.914        1.438
      85.781        0.000        0.914        1.438
      85.788        0.000        0.914        1.438
      85.794        0.000        0.914        1.438
      85.797        0.000        0.914        1.438
      85.799        0.000        0.914        1.438
      85.801        0.000        0.914        1.438
      85.807        0.000        0.914        1.438
      85.809        0.000        0.914        1.438
      85.816        0.000        0.914        1.438
      85.823        0.000        0.914        1.438
      85.825        0.000        0.914        1.438
      85.832        0.000        0.914        1.438
      85.838        0.000        0.914        1.438
      85.841        0.000        0.914        1.438
      85.847        0.000        0.914        1.438
      85.854        0.000        0.914        1.438
      85.856        0.000        0.914        1.438
      85.863        0.000        0.914        1.438
      85.865        0.000        0.914        1.438
      85.873        0.000        0.914        1.438
      85.879        0.000        0.914        1.438
      85.881        0.000        0.914        1.438
      85.888        0.000        0.914        1.438
      85.895        0.000        0.914        1.438
      85.897        0.000        0.914        1.438
      85.904        0.000        0.914        1.438
      85.910        0.000        0.914        1.438
      85.913        0.000        0.914        1.438
      85.919        0.000        0.914        1.438
      85.921        0.000        0.914        1.438
      85.928        0.000        0.914        1.438
      85.933        0.000        0.914        1.438
      85.940        0.000        0.914        1.438
      85.947        0.000        0.914        1.438
      85.949        0.000        0.914        1.438
      85.956        0.000        0.914        1.438
      85.962        0.000        0.914        1.438
      85.964        0.000        0.914        1.438
      85.971        0.000        0.914        1.438
      85.973        0.000        0.914        1.438
      85.980        0.000        0.914        1.438
      85.982        0.000        0.914        1.438
      85.984        0.000        0.914        1.438
      85.990        0.000        0.914        1.438
      85.993        0.000        0.914        1.438
      86.000        0.000        0.914        1.438
      86.006        0.000        0.914        1.438
      86.008        0.000        0.914        1.438
      86.015        0.000        0.914        1.438
      86.017        0.000        0.914        1.438
      86.024        0.000        0.914        1.438
      86.031        0.000        0.914        1.438
      86.033        0.000        0.914        1.438
      86.040        0.000        0.914        1.438
      86.046        0.000        0.914        1.438
      86.049        0.000        0.914        1.438
      86.055        0.000        0.914        1.438
      86.057        0.000        0.914        1.438
      86.064        0.000        0.914        1.438
      86.071        0.000        0.914        1.438
      86.073        0.000        0.914        1.438
      86.080        0.000        0.914        1.438
      86.086        0.000        0.914        1.438
      86.089        0.000        0.914        1.438
      86.095        0.000        0.914        1.438
      86.097        0.000        0.914        1.438
      86.104        0.000        0.914        1.438
      86.111        0.000        0.914        1.438
      86.113        0.000        0.914        1.438
      86.120        0.000        0.914        1.438
      86.127        0.000        0.914        1.438
      86.129        0.000        0.914        1.438
      86.135        0.000        0.914        1.438
      86.137        0.000        0.914        1.438
      86.144        0.000        0.914        1.438
      86.151        0.000        0.914        1.438
      86.153        0.000        0.914        1.438
      86.160        0.000        0.914        1.438
      86.166        0.000        0.914        1.438
      86.168        0.000        0.914        1.438
      86.175        0.000        0.914        1.438
      86.183        0.000        0.914        1.438
      86.185        0.000        0.914        1.438
      86.192        0.000        0.914        1.438
      86.198        0.000        0.914        1.438
      86.201        0.000        0.914        1.438
      86.203        0.000        0.914        1.438
      86.205        0.000        0.914        1.438
      86.211        0.000        0.914        1.438
      86.213        0.000        0.914        1.438
      86.220        0.000        0.914        1.438
      86.227        0.000        0.914        1.438
      86.229        0.000        0.914        1.438
      86.236        0.000        0.914        1.438
      86.242        0.000        0.914        1.438
      86.244        0.000        0.914        1.438
      86.251        0.000        0.914        1.438
      86.253        0.000        0.914        1.438
      86.260        0.000        0.914        1.438
      86.267        0.000        0.914        1.438
      86.269        0.000        0.914        1.438
      86.276        0.000        0.914        1.438
      86.282        0.000        0.914        1.438
      86.285        0.000        0.914        1.438
      86.291        0.000        0.914        1.438
      86.293        0.000        0.914        1.438
      86.300        0.000        0.914        1.438
      86.306        0.000        0.914        1.438
      86.309        0.000        0.914        1.438
      86.315        0.000        0.914        1.438
      86.317        0.000        0.914        1.438
      86.324        0.000        0.914        1.438
      86.331        0.000        0.914        1.438
      86.333        0.000        0.914        1.438
      86.340        0.000        0.914        1.438
      86.347        0.000        0.914        1.438
      86.349        0.000        0.914        1.438
      86.356        0.000        0.914        1.438
      86.362        0.000        0.914        1.438
      86.364        0.000        0.914        1.438
      86.371        0.000        0.914        1.438
      86.373        0.000        0.914        1.438
      86.380        0.000        0.914        1.438
      86.386        0.000        0.914        1.438
      86.389        0.000        0.914        1.438
      86.396        0.000        0.914        1.438
      86.402        0.000        0.914        1.438
      86.404        0.000        0.914        1.438
      86.411        0.000        0.914        1.438
      86.413        0.000        0.914        1.438
      86.422        0.000        0.914        1.438
      86.424        0.000        0.914        1.438
      86.431        0.000        0.914        1.438
      86.433        0.000        0.914        1.438
      86.439        0.000        0.914        1.438
      86.441        0.000        0.914        1.438
      86.448        0.000        0.914        1.438
      86.455        0.000        0.914        1.438
      86.457        0.000        0.914        1.438
      86.464        0.000        0.914        1.438
      86.470        0.000        0.914        1.438
      86.473        0.000        0.914        1.438
      86.479        0.000        0.914        1.438
      86.481        0.000        0.914        1.438
      86.488        0.000        0.914        1.438
      86.495        0.000        0.914        1.438
      86.497        0.000        0.914        1.438
      86.504        0.000        0.914        1.438
      86.510        0.000        0.914        1.438
      86.513        0.000        0.914        1.438
      86.519        0.000        0.914        1.438
      86.521        0.000        0.914        1.438
      86.528        0.000        0.914        1.438
      86.534        0.000        0.914        1.438
      86.536        0.000        0.914        1.438
      86.543        0.000        0.914        1.438
      86.545        0.000        0.914        1.438
      86.552        0.000        0.914        1.438
      86.558        0.000        0.914        1.438
      86.560        0.000        0.914        1.438
      86.567        0.000        0.914        1.438
      86.569        0.000        0.914        1.438
      86.576        0.000        0.914        1.438
      86.582        0.000        0.914        1.438
      86.584        0.000        0.914        1.438
      86.591        0.000        0.914        1.438
      86.593        0.000        0.914        1.438
      86.600        0.000        0.914        1.438
      86.607        0.000        0.914        1.438
      86.609        0.000        0.914        1.438
      86.616        0.000        0.914        1.438
      86.622        0.000        0.914        1.438
      86.624        0.000        0.914        1.438
      86.631        0.000        0.914        1.438
      86.633        0.000        0.914        1.438
      86.640        0.000        0.914        1.438
      86.647        0.000        0.914        1.438
      86.649        0.000        0.914        1.438
      86.656        0.000        0.914        1.438
      86.662        0.000        0.914        1.438
      86.664        0.000        0.914        1.438
      86.671        0.000        0.914        1.438
      86.673        0.000        0.914        1.438
      86.680        0.000        0.914        1.438
      86.687        0.000        0.914        1.438
      86.689        0.000        0.914        1.438
      86.696        0.000        0.914        1.438
      86.702        0.000        0.914        1.438
      86.704        0.000        0.914        1.438
      86.711        0.000        0.914        1.438
      86.713        0.000        0.914        1.438
      86.720        0.000        0.914        1.438
      86.727        0.000        0.914        1.438
      86.729        0.000        0.914        1.438
      86.736        0.000        0.914        1.438
      86.743        0.000        0.914        1.438
      86.745        0.000        0.914        1.438
      86.752        0.000        0.914        1.438
      86.758        0.000        0.914        1.438
      86.761        0.000        0.914        1.438
      86.767        0.000        0.914        1.438
      86.772        0.000        0.914        1.438
      86.780        0.000        0.914        1.438
      86.786        0.000        0.914        1.438
      86.788        0.000        0.914        1.438
      86.795        0.000        0.914        1.438
      86.797        0.000        0.914        1.438
      86.800        0.000        0.914        1.438
      86.801        0.000        0.914        1.438
      86.808        0.000        0.914        1.438
      86.815        0.000        0.914        1.438
      86.817        0.000        0.914        1.438
      86.824        0.000        0.914        1.438
      86.830        0.000        0.914        1.438
      86.832        0.000        0.914        1.438
      86.839        0.000        0.914        1.438
      86.841        0.000        0.914        1.438
      86.848        0.000        0.914        1.438
      86.855        0.000        0.914        1.438
      86.857        0.000        0.914        1.438
      86.864        0.000        0.914        1.438
      86.871        0.000        0.914        1.438
      86.873        0.000        0.914        1.438
      86.880        0.000        0.914        1.438
      86.887        0.000        0.914        1.438
      86.889        0.000        0.914        1.438
      86.896        0.000        0.914        1.438
      86.901        0.000        0.914        1.438
      86.908        0.000        0.914        1.438
      86.914        0.000        0.914        1.438
      86.916        0.000        0.914        1.438
      86.923        0.000        0.914        1.438
      86.925        0.000        0.914        1.438
      86.932        0.000        0.914        1.438
      86.939        0.000        0.914        1.438
      86.941        0.000        0.914        1.438
      86.943        0.000        0.914        1.438
      86.945        0.000        0.914        1.438
      86.952        0.000        0.914        1.438
      86.958        0.000        0.914        1.438
      86.960        0.000        0.914        1.438
      86.967        0.000        0.914        1.438
      86.969        0.000        0.914        1.438
      86.976        0.000        0.914        1.438
      86.983        0.000        0.914        1.438
      86.985        0.000        0.914        1.438
      86.992        0.000        0.914        1.438
      86.998        0.000        0.914        1.438
      87.001        0.000        0.914        1.438
      87.007        0.000        0.914        1.438
      87.009        0.000        0.914        1.438
      87.016        0.000        0.914        1.438
      87.022        0.000        0.914        1.438
      87.025        0.000        0.914        1.438
      87.031        0.000        0.914        1.438
      87.033        0.000        0.914        1.438
      87.041        0.000        0.914        1.438
      87.048        0.000        0.914        1.438
      87.055        0.000        0.914        1.438
      87.057        0.000        0.914        1.438
      87.064        0.000        0.914        1.438
      87.070        0.000        0.914        1.438
      87.072        0.000        0.914        1.438
      87.079        0.000        0.914        1.438
      87.081        0.000        0.914        1.438
      87.088        0.000        0.914        1.438
      87.094        0.000        0.914        1.438
      87.096        0.000        0.914        1.438
      87.102        0.000        0.914        1.438
      87.105        0.000        0.914        1.438
      87.111        0.000        0.914        1.438
      87.113        0.000        0.914        1.438
      87.120        0.000        0.914        1.438
      87.127        0.000        0.914        1.438
      87.129        0.000        0.914        1.438
      87.136        0.000        0.914        1.438
      87.142        0.000        0.914        1.438
      87.145        0.000        0.914        1.438
      87.151        0.000        0.914        1.438
      87.158        0.000        0.914        1.438
      87.160        0.000        0.914        1.438
      87.167        0.000        0.914        1.438
      87.169        0.000        0.914        1.438
      87.176        0.000        0.914        1.438
      87.183        0.000        0.914        1.438
      87.185        0.000        0.914        1.438
      87.192        0.000        0.914        1.438
      87.199        0.000        0.914        1.438
      87.201        0.000        0.914        1.438
      87.208        0.000        0.914        1.438
      87.214        0.000        0.914        1.438
      87.217        0.000        0.914        1.438
      87.223        0.000        0.914        1.438
      87.225        0.000        0.914        1.438
      87.231        0.000        0.914        1.438
      87.233        0.000        0.914        1.438
      87.240        0.000        0.914        1.438
      87.247        0.000        0.914        1.438
      87.249        0.000        0.914        1.438
      87.256        0.000        0.914        1.438
      87.263        0.000        0.914        1.438
      87.265        0.000        0.914        1.438
      87.272        0.000        0.914        1.438
      87.278        0.000        0.914        1.438
      87.280        0.000        0.914        1.438
      87.287        0.000        0.914        1.438
      87.289        0.000        0.914        1.438
      87.296        0.000        0.914        1.438
      87.303        0.000        0.914        1.438
      87.305        0.000        0.914        1.438
      87.312        0.000        0.914        1.438
      87.316        0.000        0.914        1.438
      87.323        0.000        0.914        1.438
      87.325        0.000        0.914        1.438
      87.332        0.000        0.914        1.438
      87.339        0.000        0.914        1.438
      87.341        0.000        0.914        1.438
      87.348        0.000        0.914        1.438
      87.355        0.000        0.914        1.438
      87.357        0.000        0.914        1.438
      87.364        0.000        0.914        1.438
      87.366        0.000        0.914        1.438
      87.368        0.000        0.914        1.438
      87.374        0.000        0.914        1.438
      87.376        0.000        0.914        1.438
      87.383        0.000        0.914        1.438
      87.385        0.000        0.914        1.438
      87.392        0.000        0.914        1.438
      87.399        0.000        0.914        1.438
      87.401        0.000        0.914        1.438
      87.408        0.000        0.914        1.438
      87.414        0.000        0.914        1.438
      87.416        0.000        0.914        1.438
      87.423        0.000        0.914        1.438
      87.425        0.000        0.914        1.438
      87.432        0.000        0.914        1.438
      87.438        0.000        0.914        1.438
      87.440        0.000        0.914        1.438
      87.447        0.000        0.914        1.438
      87.449        0.000        0.914        1.438
      87.456        0.000        0.914        1.438
      87.463        0.000        0.914        1.438
      87.465        0.000        0.914        1.438
      87.472        0.000        0.914        1.438
      87.479        0.000        0.914        1.438
      87.481        0.000        0.914        1.438
      87.488        0.000        0.914        1.438
      87.494        0.000        0.914        1.438
      87.497        0.000        0.914        1.438
      87.504        0.000        0.914        1.438
      87.510        0.000        0.914        1.438
      87.512        0.000        0.914        1.438
      87.519        0.000        0.914        1.438
      87.521        0.000        0.914        1.438
      87.528        0.000        0.914        1.438
      87.535        0.000        0.914        1.438
      87.537        0.000        0.914        1.438
      87.544        0.000        0.914        1.438
      87.551        0.000        0.914        1.438
      87.553        0.000        0.914        1.438
      87.560        0.000        0.914        1.438
      87.566        0.000        0.914        1.438
      87.569        0.000        0.914        1.438
      87.576        0.000        0.914        1.438
      87.582        0.000        0.914        1.438
      87.584        0.000        0.914        1.438
      87.591        0.000        0.914        1.438
      87.593        0.000        0.914        1.438
      87.600        0.000        0.914        1.438
      87.607        0.000        0.914        1.438
      87.609        0.000        0.914        1.438
      87.616        0.000        0.914        1.438
      87.623        0.000        0.914        1.438
      87.625        0.000        0.914        1.438
      87.632        0.000        0.914        1.438
      87.634        0.000        0.914        1.438
      87.636        0.000        0.914        1.438
      87.642        0.000        0.914        1.438
      87.645        0.000        0.914        1.438
      87.652        0.000        0.914        1.438
      87.658        0.000        0.914        1.438
      87.660        0.000        0.914        1.438
      87.667        0.000        0.914        1.438
      87.669        0.000        0.914        1.438
      87.676        0.000        0.914        1.438
      87.684        0.000        0.914        1.438
      87.691        0.000        0.914        1.438
      87.693        0.000        0.914        1.438
      87.700        0.000        0.914        1.438
      87.707        0.000        0.914        1.438
      87.709        0.000        0.914        1.438
      87.716        0.000        0.914        1.438
      87.722        0.000        0.914        1.438
      87.725        0.000        0.914        1.438
      87.732        0.000        0.914        1.438
      87.735        0.000        0.914        1.438
      87.736        0.000        0.914        1.438
      87.743        0.000        0.914        1.438
      87.745        0.000        0.914        1.438
      87.752        0.000        0.914        1.438
      87.762        0.000        0.914        1.438
      87.764        0.000        0.914        1.438
      87.771        0.000        0.914        1.438
      87.773        0.000        0.914        1.438
      87.780        0.000        0.914        1.438
      87.786        0.000        0.914        1.438
      87.789        0.000        0.914        1.438
      87.796        0.000        0.914        1.438
      87.802        0.000        0.914        1.438
      87.804        0.000        0.914        1.438
      87.810        0.000        0.914        1.438
      87.812        0.000        0.914        1.438
